Date,Close,High,Low,Open,Volume
2012-01-03,216.13250732421875,220.4742612941708,212.7459445276488,212.9196120364506,201990.0
2012-01-04,223.33981323242188,224.12132357150125,214.0484500345873,218.7375385690244,77410.0
2012-01-05,218.65069580078125,220.995239900218,210.74869960455385,218.9112036451585,128430.0
2012-01-06,210.3145294189453,221.3425802671969,210.3145294189453,221.3425802671969,92800.0
2012-01-09,212.91961669921875,218.5638969837616,208.83837052808417,212.57228167400888,75170.0
2012-01-10,220.30056762695312,222.12410937779887,216.56665700616136,218.4770391260874,83130.0
2012-01-11,219.4322204589844,222.21094006442456,213.874781248104,213.874781248104,73100.0
2012-01-12,213.7011260986328,223.86081403182948,212.9196024691693,219.0848981294638,87970.0
2012-01-13,212.83273315429688,213.09322772916644,208.4041398818169,212.5722253294489,62800.0
2012-01-17,219.0848999023437,221.34260393355248,214.6563057161564,216.566674742558,60670.0
2012-01-18,225.77114868164065,226.7263396106696,218.91118446399744,219.432186857122,120840.0
2012-01-19,230.8075561523437,231.41541211247093,225.6842934168241,226.29214937695124,115030.0
2012-01-20,217.4349975585937,230.02608198930253,212.8327497114905,229.85242775919912,162560.0
2012-01-23,225.6843414306641,226.6395324998124,217.08767480824943,217.08767480824943,87460.0
2012-01-24,228.63673400878903,229.3314304848652,221.8636089918025,223.94764542010915,93920.0
2012-01-25,235.0625457763672,238.6227624567948,226.2053580105201,228.8104101181268,135470.0
2012-01-26,227.5947265625,243.1381989832209,227.16055120717283,237.0597440086404,133760.0
2012-01-27,229.5919189453125,232.6311463842632,224.0344797855089,225.77118117919508,106250.0
2012-01-30,219.4322204589844,228.11574075720284,218.65071012463503,228.11574075720284,114800.0
2012-01-31,217.0876617431641,225.68432784820163,213.1800838317872,222.64510058379733,103500.0
2012-02-01,214.7431182861328,219.1716986489001,211.79071812764187,217.3481702348122,148600.0
2012-02-02,216.6535186767578,221.77678295669665,213.78795846510505,215.7851679004983,65830.0
2012-02-03,219.258529663086,223.16610741945777,218.8243543568224,221.34256583315937,97050.0
2012-02-06,222.3846130371093,223.33980407904127,214.7431244515936,218.7375296042638,52080.0
2012-02-07,219.258529663086,223.252947780702,216.30614288048545,218.6506868843128,78450.0
2012-02-08,211.44338989257807,220.5610720029357,210.4881988476916,220.4742316352261,166070.0
2012-02-09,209.3593597412109,213.3537650240292,200.1548369917086,213.3537650240292,181630.0
2012-02-10,200.50213623046875,205.4517449539834,199.63378568248064,205.4517449539834,138270.0
2012-02-13,205.2780914306641,207.1016331229333,200.589003150514,203.9755654361802,116190.0
2012-02-14,206.1464080810547,206.4937562389283,200.58897005485065,204.6702148475296,140140.0
