Close,High,Low,Open,Volume
NOG,NOG,NOG,NOG,NOG
216.1324920654297,220.4742457288572,212.7459295079485,212.91959700448945,201990
223.3397674560547,224.1212776349535,214.04840616260458,218.73749373595254,77410
218.65066528320312,220.99520905540643,210.74867018987538,218.91117309122072,128430
210.31454467773438,221.3425963260957,210.31454467773438,221.3425963260957,92800
212.91957092285156,218.5638499939099,208.83832562915902,212.5722359723165,75170
220.30055236816406,222.1240939927049,216.56664200599604,218.4770239936023,83130
219.43222045898438,222.21094006442456,213.874781248104,213.874781248104,73100
213.7010955810547,223.8607820633977,212.91957206319663,219.0848668430564,87970
212.83274841308594,213.09324300663135,208.40415482310326,212.5722405695612,62800
219.08486938476562,221.34257310148595,214.65627581546227,216.56664457575772,60670
225.77117919921875,226.72637025736128,218.9112140543114,219.43221651786007,120840
230.8076171875,231.4154733083697,225.68435309717572,226.2922092180454,115030
217.4349822998047,230.02606584691748,212.83273477567036,229.85241162900044,162560
225.68434143066406,226.63953249981242,217.08767480824946,217.08767480824946,87460
228.63671875,229.33141517971342,221.86359418503923,223.94763047426108,93920
235.0625457763672,238.6227624567948,226.20535801052006,228.8104101181268,135470
227.59469604492188,243.13816638145948,227.16052074781211,237.05971222192298,133760
229.59193420410156,232.63116184504077,224.03449467494795,225.7711961840561,106250
219.43222045898438,228.11574075720284,218.65071012463503,228.11574075720284,114800
217.0876922607422,225.68435957427508,213.18011380004882,222.6451318826247,103500
214.7430877685547,219.1716675019675,211.7906880296353,217.3481393470249,148600
216.65347290039062,221.77673609784333,213.78791329419738,215.7851223076035,65830
219.25852966308594,223.16610741945777,218.8243543568224,221.34256583315937,97050
222.38461303710938,223.33980407904127,214.74312445159356,218.7375296042638,52080
219.25852966308594,223.25294778070202,216.30614288048542,218.65068688431276,78450
211.44338989257812,220.5610720029357,210.4881988476916,220.47423163522606,166070
209.35934448242188,213.3537494741149,200.15482240377503,213.3537494741149,181630
200.50216674804688,205.45177622492042,199.6338160678908,205.45177622492042,138270
205.27804565429688,207.10158693992207,200.58895841979876,203.97551995027223,116190
206.146484375,206.49383266142576,200.5890442920108,204.67029059514184,140140
203.45455932617188,210.14085666083906,202.75987615828893,208.4041553661214,169620
211.70387268066406,212.65905036248077,201.02315796595462,203.3677018667498,121820
210.0540313720703,214.65629278338068,207.53581961398478,213.7011149527187,79510
209.61985778808594,213.44060889295216,208.23050459084584,211.61706708722278,85410
212.05125427246094,212.48542965518504,206.40697429704744,209.09886696992942,94830
215.43780517578125,217.08766613844153,206.23328283151946,211.87756215111895,102700
222.21092224121094,224.1213042385786,215.00362256924436,216.56664311257546,116670
224.90280151367188,227.59469362714734,217.08764624871802,220.3873811216942,145530
218.2165069580078,226.3790104929345,215.00361240967624,226.3790104929345,150340
205.88597106933594,223.1661459414647,197.98397383133832,222.64513018402135,297550
203.80191040039062,210.74871612856742,201.19685825232435,202.7598921911602,245860
199.1128387451172,203.8887680888728,197.02878889967127,203.2809251860275,170610
198.591796875,201.11002178442158,195.3789020250288,197.20244374392098,114370
195.0315704345703,195.98674824436875,190.25564163563809,194.59739508921285,120420
199.54698181152344,200.41533246061624,193.03435194332738,195.37889604588207,100020
200.84950256347656,202.49936345386806,196.50774943088945,196.50774943088945,103050
202.6730499267578,205.45178279206166,191.99234681941974,191.99234681941974,128050
197.9839630126953,202.93355943801663,195.89992659676437,202.93355943801663,67240
198.5049591064453,200.93633026787091,195.9867343321415,199.28646937262081,102140
193.9027099609375,199.72065688095185,193.0343592788464,198.1576230031919,76720
190.9503173828125,195.7262463266753,189.56096418549524,193.72905027740794,112180
192.16598510742188,197.28924820552731,190.16877613274443,197.28924820552731,133080
192.0791778564453,195.29207289123144,188.95312319421308,194.85789752842305,96380
191.55816650390625,197.02876522207578,191.29765864828389,197.02876522207578,190980
190.8634796142578,192.77384843524175,189.64778072819192,192.25283273407356,125640
185.2191619873047,188.69256394393494,183.395620660083,188.4320561471923,96950
187.82424926757812,188.7794270377908,183.56932310942514,184.5245141296173,100460
190.25563049316406,193.555352324646,187.73740568758456,191.21080824702176,82770
184.17718505859375,191.03715015036488,182.44048369359044,189.99513198135887,101870
181.8326416015625,183.65618347506617,174.01748485794266,182.61416522591304,160860
181.137939453125,182.87464064347145,176.1883304606548,179.5749057318175,97560
180.09593200683594,184.17719094501737,177.83822811016188,183.48250772681752,78760
182.70098876953125,185.82705670569408,176.88304151332107,179.8354419530261,101770
183.5693359375,184.69819451752795,180.09593307586343,181.8326345066817,85100
176.4488525390625,181.74579689738732,175.8410097233481,180.26960341637243,110570
175.32000732421875,179.31442598761552,173.75698660808845,176.36203880161315,72420
175.58045959472656,178.09868386770796,172.19389811551628,177.92500317648572,101150
171.759765625,177.143537143078,168.63369790483614,175.92785150189192,139480
172.71493530273438,177.66454450219248,171.41240935550417,174.71214440514987,104940
177.925048828125,179.66175018613492,172.80178512198765,173.40962794729515,86040
173.1491241455078,178.35922834146066,172.8017891657697,178.35922834146066,89230
164.98663330078125,174.9726663689864,162.642089056503,174.017475297253,225280
170.19674682617188,171.15193795018868,164.89980195658947,166.20232808025915,126200
168.4600372314453,170.6309139998918,167.15751117037743,169.15472044734423,80580
171.8466033935547,171.93344376615607,167.33118226787397,169.06788372005738,165250
171.759765625,175.4936761657569,170.19673176491807,174.01746942291413,130910
166.63645935058594,168.98101635263436,163.94458069079235,168.98101635263436,154460
166.5496826171875,169.24156209106877,165.07348893796467,166.5496826171875,51370
169.9362030029297,170.89139392488423,165.85495799544574,168.8941849744199,74300
170.97821044921875,173.6701023354085,168.28633181300629,169.50201722936322,61980
169.06788635253906,172.71495680891502,167.15751737538793,171.4124306994964,66090
169.06788635253906,170.63092033383754,165.07348090031047,169.06788635253906,65390
167.9390106201172,173.84379769750058,167.2443406992316,169.588884807169,117480
167.4180145263672,168.1995248419807,164.4656142507586,165.50764567154982,67690
165.59446716308594,168.6336944538347,164.29194118133648,167.8521841647768,128570
162.2947235107422,166.02863377917643,159.08182890766295,163.33675484145223,92470
163.0762481689453,165.7681271258203,156.21627035953466,156.73728602859632,106740
161.86056518554688,162.4684212755518,156.04261814534382,160.7317198754924,122670
160.3843536376953,163.24991327604718,157.2582994185667,159.42917592489712,88830
162.03424072265625,165.16029519239828,160.38436649558878,161.51322501937605,58000
161.4263916015625,165.16030230253588,158.21349662629902,160.12386553726807,68510
156.56362915039062,159.51601614158753,155.95578632867122,159.16868117202782,96310
155.43478393554688,158.73451942886751,154.30592531283443,156.47680218344263,140390
153.1770477294922,160.21069321961326,152.9165531372486,156.0426074939852,83240
150.05101013183594,155.86895742471205,149.87734263428368,153.78492095412324,94060
149.1826629638672,154.56643501669984,148.40113933120986,150.13784084825141,86000
151.44032287597656,153.52437203939363,147.61958595134442,149.52995441366048,120110
148.140625,154.82692230129408,146.31708334965649,153.61122345107196,105980
152.13502502441406,152.91654852752333,143.62518635153464,146.40391891817362,103140
149.35630798339844,153.69806112245072,146.4039211488345,152.656043019074,75010
152.65603637695312,154.13222973000538,147.7064406637881,147.7064406637881,110450
159.8633575439453,161.86055340871533,153.95857056337434,154.8269212002236,104960
154.1322784423828,157.25834685444676,152.91659253212612,155.69531264841478,54810
155.69528198242188,157.60565085797708,147.61961788350473,153.6980727375314,126040
144.40673828125,151.00619630118013,144.40673828125,150.83252879407328,141730
145.70924377441406,147.8801204300222,141.19382298074507,144.4067177810492,135060
149.87733459472656,150.57200454767295,144.84089793598514,144.84089793598514,83250
154.04544067382812,156.6504933114914,151.00621259655432,151.96140386369066,85630
149.87733459472656,159.7765271739928,149.35631888003675,158.3003336490117,101780
150.22467041015625,155.95579030383055,146.49075976730663,149.8773354317433,80630
145.18824768066406,155.52162990657905,145.18824768066406,153.09024507401193,68010
148.2274627685547,148.74847849181057,143.27786639754464,147.09860420148706,58740
144.1461944580078,150.5719833687952,143.10417642517447,147.79326419791357,67540
148.66163635253906,149.3563195586217,142.5831814867812,144.9277257135775,79460
152.91656494140625,153.26389992452923,146.14342677066614,148.74847889402923,118840
146.5775909423828,151.09301162840836,145.79606741500695,150.9193441500957,107610
149.35630798339844,150.31149897398157,146.92492357553334,147.27227177664497,99660
145.62240600585938,149.79049190897464,144.14621250370894,148.8353008634762,162250
